,artist,song,lyric
32884,Kendrick Lamar,A Song For Buffy (Freestyle),"100 carat, nigga I'm the golden child"
32885,Kendrick Lamar,Big Boy’s Neighborhood Freestyle 2014,"But I said ""hold on, let me look at that"""
32886,Kendrick Lamar,Swimming Pools (Initial Demo),"Faded (Drank), faded (Drank)"
32887,Kendrick Lamar,Mortal Man,"You think he can hold you down when you down behind bars, hurt?"
32888,Kendrick Lamar,Let Me Be Me,My only excuse
32889,Kendrick Lamar,GOD.,"Seen it all, done it all, felt pain more"
32890,Kendrick Lamar,A Little Appalled,"Of course that's a contradiction, the fuck you think life is?"
32891,Kendrick Lamar,HUMBLE.,"Be humble (Lil' bitch, hol' up, bitch)"
32892,Kendrick Lamar,County Building Blues,"Gold ballroom, AK-47 dancin'"
32893,Kendrick Lamar,​m.A.A.d city,To stage a robbery the third Saturday I clocked in
32894,Kendrick Lamar,PARTYNAUSEOUS (Demo),"Then man up double time and shake that adversary's hand, bang"
32895,Kendrick Lamar,FEAR.,"Within fourteen tracks, carried out over wax"
32896,Kendrick Lamar,P&P,"Pussy and Patrón, that's some great advice"
32897,Kendrick Lamar,The Blacker the Berry,"I want everything black, I ain't need black (Down to our knees)"
32898,Kendrick Lamar,Untitled 8 (The Tonight Show),I hit the bank today and tell them color me bad
32899,Kendrick Lamar,Violin Freestyle,Like acrobatics. You never can stride into Compton
32900,Kendrick Lamar,I Hate You,Or maybe a family member that you thought was cool
32901,Kendrick Lamar,​untitled 07 | levitate,Me want it big (Me do want dollars)
32902,Kendrick Lamar,Handsome,"D-O-T was on his level, vibin’ in the function"
32903,Kendrick Lamar,2DopeBoyz Freestyle,Arms so soar beating up these instrumentals Sounwave give me
32904,Kendrick Lamar,Nickerson Gardens Freestyle,"Don't compare me with them, that's like a shark versus Nemo,  a gorilla to a chimp, Jordan versus Kukoč"
32905,Kendrick Lamar,Cut You Off (To Grow Closer),"You be hollering that whoop-de-whoop, blah-zay-blah"
32906,Kendrick Lamar,Mortal Man,"And with that being said, my nigga, let me ask this question:"
32907,Kendrick Lamar,Phone Home,And I don't play with mini golf and sharks
32908,Kendrick Lamar,Momma,"Now, I can live in a stadium, pack it the fastest"
32909,Kendrick Lamar,​u,"But you ain't shit, I'm convinced your tolerance nothin' special"
32910,Kendrick Lamar,Beyonce,But you? You are somethin' like Wonder Woman
32911,Kendrick Lamar,Big Boy’s Neigborhood Freestyle,"And you don't, and you don't, and you don't, and you don't, and you don't stop"
32912,Kendrick Lamar,Alright,"Bad trips like, ""Yah!"""
32913,Kendrick Lamar,"Westside, Right on Time","Came a long way from the ghetto, dog, but"
32914,Kendrick Lamar,Jesus saves,I don't know why You keep blessing me
32915,Kendrick Lamar,HiiiPoWeR,"We been down for too long, but that's alright"
32916,Kendrick Lamar,The Heart Pt. 2,"Secret society, all we ask is trust"
32917,Kendrick Lamar,Prayer,I can't help we jump in these bodies and you called them a god
32918,Kendrick Lamar,Biggie,"I got some plans, to stack riches"
32919,Kendrick Lamar,My People,"Still you don't compliment, inconsiderate black pride"
32920,Kendrick Lamar,J. Dilla (Freestyle),"After that, put on my heat like Alonzo Mourning"
32921,Kendrick Lamar,GQ Man of The Year 2013 Freestyle,And I drunk a whole gallon of laxatives by accident just to shit on you has beens
32922,Kendrick Lamar,Monster Freestyle,I bomb on Obama if that nigga get in my way
32923,Kendrick Lamar,The Art of Peer Pressure,"That's ironic, 'cause I've never been violent"
32924,Kendrick Lamar,My Mind Drifts,I got a feeling in my funny bone that we're not the same
32925,Kendrick Lamar,Real 92.3 Freestyle,"Hennessy and Crown Vic, my memory been gone since"
32926,Kendrick Lamar,Fade to Black,I'm talking about the alleyoop to Shaq
32927,Kendrick Lamar,The Heart Pt. 2,"""So what keeps you alive?"""
32928,Kendrick Lamar,Black Boy Fly,All these niggas facetious and they all standing beside me
32929,Kendrick Lamar,G Code,That the black car didn't pull up and ask where yall niggas from
32930,Kendrick Lamar,Track 10,Once again it's on
32931,Kendrick Lamar,To Pimp A Butterfly Medley (The Late Show with Stephen Colbert),"You know once upon a time, not long ago"
32932,Kendrick Lamar,Track 10,"Not one, but two, I face menage"
32933,Kendrick Lamar,"Sing About Me, I’m Dying of Thirst","""We on the block right now, my nigga, like, we—nigga, we right here, my nigga."""
32934,Kendrick Lamar,God Is Gangsta,You said to me
32935,Kendrick Lamar,Facebook Q&A 1/31/14,Q: What's your favorite song of all times? - Bogdan Mot
32936,Kendrick Lamar,Hol’ Up Türkçe Çeviri,Bekle
32937,Kendrick Lamar,ELEMENT.,"If I gotta go hard on a bitch, I'ma make it look sexy"
32938,Kendrick Lamar,P&P,But pussy and Patrón make you feel alright
32939,Kendrick Lamar,Hard Body,You either crawl now or get laid down
32940,Kendrick Lamar,To Pimp A Butterfly Medley (The Late Show with Stephen Colbert),We should've never gave brothers
32941,Kendrick Lamar,​untitled 07 | levitate,Drugs won't get you high as this
32942,Kendrick Lamar,"Bitch, Don’t Kill My Vibe",You ain't heard the coast like this in a long time
32943,Kendrick Lamar,Dumb It Down,The realness in my bones is the DNA to life
32944,Kendrick Lamar,​untitled 03 | 05.28.2013.,"He put a price on my talent, I hit the bank and withdraw"
32945,Kendrick Lamar,"Bitch, Don’t Kill My Vibe","Bitch, don't kill my vibe"
32946,Kendrick Lamar,Illuminati Proper,I'm the truth
32947,Kendrick Lamar,HiiiPoWeR,"Five-star dishes, food for thought, bitches"
32948,Kendrick Lamar,Blood Sport (Freestyle),How bout football?
32949,Kendrick Lamar,Money Trees OG Version,"Back to reality, we poor, ya bish (ya bish)"
32950,Kendrick Lamar,The Art of Peer Pressure,"Hop out, do my stuff, then hop back in"
32951,Kendrick Lamar,Hater Love,They see me when I see them then I say
32952,Kendrick Lamar,Chapter Six Türkçe Çeviri,21'imize ulaşalım
32953,Kendrick Lamar,I Do This,"Bitch, I do this"
32954,Kendrick Lamar,Kush & Corinthians (His Pain),"Two in the front, one in the back seat (Seat)"
32955,Kendrick Lamar,Hol’ Up,"I call a bitch a bitch, a ho a ho, a woman a woman"
32956,Kendrick Lamar,King Kunta,We want the funk
32957,Kendrick Lamar,​untitled 08 | 09.06.2014.,Only the moment to complete us
32958,Kendrick Lamar,Prayer,"The whole nation had saved the day, I made it on TV"
32959,Kendrick Lamar,Grammy 2016 Performance,And playing with society
32960,Kendrick Lamar,Warning Shot,"Yup, you little monkeys know what it do, come test me"
32961,Kendrick Lamar,King Kunta,"King Kunta, everybody wanna cut the legs off him"
32962,Kendrick Lamar,God Is Gangsta,"But I see you and me, Kendrick"
32963,Kendrick Lamar,Hol’ Up Türkçe Çeviri,Gerçeği söylemek gerekirse 87 yaşında gibiyim
32964,Kendrick Lamar,Skill Still Appeal,Say you run the globe? Well more like a disco ball
32965,Kendrick Lamar,The Heart Pt. 1,"Torture, turn the saw off, its scorchin'"
32966,Kendrick Lamar,Alright (Music Video),"If I got it then you know you got it, heaven, I can reach you"
32967,Kendrick Lamar,Alright (Music Video),I'mma be the greatest to ever do this shit
32968,Kendrick Lamar,On Da Spot Freestyle,On the stretcher. A understatement to say
32969,Kendrick Lamar,West Coast Wu-Tang,Watch I lay-up bar after bar like I'm trying to build a gate up
32970,Kendrick Lamar,Barbed Wire,"Housing, Section 8, corner store prostitute"
32971,Kendrick Lamar,Another Nigga  (To Pimp a Butterfly),"But I don’t know, I’m no mortal man, maybe I’m just another nigga"
32972,Kendrick Lamar,The Relevant,I'm trying to better my craft and stay relevant
32973,Kendrick Lamar,Handsome,Ain't nothin' to a full-time player on the deep end
32974,Kendrick Lamar,​untitled 07 | 2014-2016,"Shut your fuckin' mouth and get some cash, you bitch"
32975,Kendrick Lamar,Gang Member,"Aye, look, homie, I gang-bang"
32976,Kendrick Lamar,Big Boy’s Neigborhood Freestyle,"Classic, Young Gotti"
32977,Kendrick Lamar,​untitled 07 | levitate,"Life won't get you high, no, no, no"
32978,Kendrick Lamar,​i (Alternate Version),I've been dealin' with depression
32979,Kendrick Lamar,To Pimp A Butterfly Medley (The Late Show with Stephen Colbert),"Go back to the hood, see my enemy and say"
32980,Kendrick Lamar,Blame God,No lie (No lie)
32981,Kendrick Lamar,Fuck A Hook,"Make your bitch grab her crotch when she hear my shit, bitch!"
32982,Kendrick Lamar,Talk To Me*,"I can think of a million reasons, have it all as your seasons"
32983,Kendrick Lamar,​untitled 08 | 09.06.2014.,Like a deer with a headlight
32984,Kendrick Lamar,Complexion (A Zulu Love),By different shades of faces
32985,Kendrick Lamar,Real,Sweet lullabies that come with a smell
32986,Kendrick Lamar,Vegas,"Doin' blackjack, twenty-one, twenty thousand in it"
32987,Kendrick Lamar,Celebration,Release them balloons to the sky
32988,Kendrick Lamar,Waitin,Plans must have change
32989,Kendrick Lamar,"Sing About Me, I’m Dying of Thirst",(*Hangs up*)
32990,Kendrick Lamar,Sett Trippin’,What up Dot?
32991,Kendrick Lamar,FEAR.,"I'm high now (Huh), I'm high now (Huh)"
32992,Kendrick Lamar,Biggie,If I live on my knees I rather die on my feet
32993,Kendrick Lamar,Nickerson Gardens Freestyle,"When the feds come, who you gon' blame? But that's just"
32994,Kendrick Lamar,Come Up Freestyle*,Shout to my nigga Shellcase for doin' this beat for me too
32995,Kendrick Lamar,Protocol,"Tire marks, tire marks"
32996,Kendrick Lamar,Untitled 8 (The Tonight Show),"365 times four, plus more"
32997,Kendrick Lamar,Sherane a.k.a Master Splinter’s Daughter,"Passin' Alameda, my gas meter in need of a pump"
32998,Kendrick Lamar,A.D.H.D,Got a high tolerance when your age don't exist
32999,Kendrick Lamar,County Building Blues,My name is Petey P (My name is Petey P)
33000,Kendrick Lamar,You Ain’t Gotta Lie (Momma Said),You ain't gotta try so hard
33001,Kendrick Lamar,La Reina,Verse 2:
33002,Kendrick Lamar,Untitled 2 (Blue Faces),"Might tell Obama, ""Be more like Punch"""
33003,Kendrick Lamar,Money Trees OG Version,A dollar might just make that lane switch
33004,Kendrick Lamar,"Sing About Me, I’m Dying of Thirst","I'm like Tre, that's Cuba Gooding"
33005,Kendrick Lamar,Black Friday,Burnin’ my leather-
33006,Kendrick Lamar,FEAR.,Damn
33007,Kendrick Lamar,Vent (Original),Shut the fuck up
33008,Kendrick Lamar,One Shot Kill,Leave it on the side with that ho you was rollin' with
33009,Kendrick Lamar,PRIDE.,Maybe I wasn’t there (We saw you first)
33010,Kendrick Lamar,Momma,We been waitin' for you
33011,Kendrick Lamar,Big Boy’s Neighborhood Freestyle 2014,"Listen to me, I want a single bill from you"
33012,Kendrick Lamar,World Negatives,We livin' in the life where crime pays my nigga
33013,Kendrick Lamar,​u,(Loving you ain't really complicated)
33014,Kendrick Lamar,"Sing About Me, I’m Dying of Thirst",That never learned how to live righteous but how to shoot it
33015,Kendrick Lamar,Computer Love,"Hey lil pretty lil, pretty lil, bish you"
33016,Kendrick Lamar,King Kunta,"King Kunta, everybody wanna cut the legs off him"
33017,Kendrick Lamar,Thank You,(Thank you doctor)
33018,Kendrick Lamar,Big Boy’s Neighborhood Freestyle 2014,I told him I didn't have it then close my door
33019,Kendrick Lamar,Reebok Presents: I Am,Feel the good kid's hunger
33020,Kendrick Lamar,How Much a Dollar Cost,Contributin' money just for his pipe—I couldn't see it
33021,Kendrick Lamar,Facebook Q&A 1/31/14,A: madd city
33022,Kendrick Lamar,"Bitch, Don’t Kill My Vibe - Edited Version","Lord, forgive me! Lord, forgive me!"
33023,Kendrick Lamar,Warning Shot,Nigga said he'd snatch my chain in the streets
33024,Kendrick Lamar,Don’t Understand,It's like
33025,Kendrick Lamar,Alright (Music Video),Huh? We gon' be alright
33026,Kendrick Lamar,The Relevant,You probably think I'm talking bout a pistol
33027,Kendrick Lamar,Alright,"Nigga, and we hate po-po"
33028,Kendrick Lamar,Protocol,Cause I’m going out with a fist raised
33029,Kendrick Lamar,Play with Fire,I rip through that like I rip through a rapper
33030,Kendrick Lamar,West Coast Wu-Tang,"This is it, I'm in the lab cooking up all day"
33031,Kendrick Lamar,Broke My Heart,Made me feel low when you're around
33032,Kendrick Lamar,Money Trees OG Version,A dollar might say fuck them niggas that you came with
33033,Kendrick Lamar,DUCKWORTH.,"I might be buggin', infomercials and no sleep"
33034,Kendrick Lamar,Manchester Freestyle Cypher Verses (2016),Gotta be us and gotta be due
33035,Kendrick Lamar,To Pimp A Butterfly Medley (The Late Show with Stephen Colbert),We should've never gave
33036,Kendrick Lamar,Alright,"Twenty of 'em in my Chevy, tell 'em all to come and get me"
33037,Kendrick Lamar,All the Stars (Demo),All the stars are closer
33038,Kendrick Lamar,Momma,"Sun beamin' on his beady beads, exhausted"
33039,Kendrick Lamar,Poe Mans Dreams (His Vice),Stand for something or fall for anything
33040,Kendrick Lamar,Big Boy’s Neigborhood Freestyle,Not this basket but rather the good pussy that I'm in
33041,Kendrick Lamar,G Code,She had a fat ass and a brown Camaro but it wasn't that fast it was like a V6
33042,Kendrick Lamar,Vegas,To make sure I ain't losin' you
33043,Kendrick Lamar,Celebrity Scenarios,Remember that time on the chair
33044,Kendrick Lamar,LUST.,Am I asking too much?
33045,Kendrick Lamar,6'7' Freestyle,"Bumpin some Phyllis Hyman, hand full of diamonds like Jay fans"
33046,Kendrick Lamar,Ab-Soul’s Outro,"No, they can't control you"
33047,Kendrick Lamar,Outrageous,"So I'm thinking to myself, what's next?"
33048,Kendrick Lamar,Let Me Be Me,"Too focused, one word, righteous"
33049,Kendrick Lamar,I Do This,"Boy, I thought you knew this"
33050,Kendrick Lamar,Mr. Carter,Just to judge lyrics
33051,Kendrick Lamar,Look Out For Detox,Fire marshal's moving in
33052,Kendrick Lamar,Protocol,Bla bla bla bla where the knife at?
33053,Kendrick Lamar,Spittin’ in the Whip,"Might be out in Houston, lean in my pimp cup"
33054,Kendrick Lamar,Big Boy’s Neigborhood Freestyle,Dick bitch tight the movie and slanted eyes that squinch
33055,Kendrick Lamar,Grammy 2016 Performance,"I'm guardin' my feelings, I know that you feel it"
33056,Kendrick Lamar,Money Trees (OG),"Through canals and alleyways, just to say"
33057,Kendrick Lamar,Bring The Pain Freestyle (On Cosmic Kev Show),"Look, this be that shit that make real niggas grab they dicks"
33058,Kendrick Lamar,The Art of Peer Pressure,Hungry for anything unhealthy
33059,Kendrick Lamar,Compton Chemistry,That's when the dope should drop
33060,Kendrick Lamar,Grammy Family (Freestyle),Finally the finest of 'em all is back
33061,Kendrick Lamar,You Ain’t Gotta Lie (Momma Said),"Jealousy (complex), emotional (complex)"
33062,Kendrick Lamar,The Relevant,They'll remember my name as the relevant
33063,Kendrick Lamar,Rare Breed,This is for my niggas that be all blacked out
33064,Kendrick Lamar,To Pimp A Butterfly Medley (The Late Show with Stephen Colbert),"Platinum on everything, platinum on wedding ring"
33065,Kendrick Lamar,Poe Mans Dreams (His Vice),"The city got my back, and for that, I give them my torso"
33066,Kendrick Lamar,DNA.,"Born inside the beast, my expertise checked out in second grade"
33067,Kendrick Lamar,World Negatives,"Liver cirrhosis, matches givin' us cancer"
33068,Kendrick Lamar,My People,My people don't love me
33069,Kendrick Lamar,Look Out For Detox,You trying real hard to appeal to someone
33070,Kendrick Lamar,Whatcha Know About It,"I've seen good crack, uncle stuck in the kitchen"
33071,Kendrick Lamar,Big Boy’s Neigborhood Freestyle,"Ladies press down I bet you dog watchin, west coast what's up?"
33072,Kendrick Lamar,A.D.H.D,"I stood up, shut the blind, closed the screen, Jumbotron"
33073,Kendrick Lamar,Your Honor,Thinkin' they hot cause they homies said they was a few times
33074,Kendrick Lamar,Yung Boys World,Jewel keep written sentences
33075,Kendrick Lamar,Funkmaster Flex Freestyle,Backpack raps with gats in it
33076,Kendrick Lamar,Alright,"I don't think about it, I deposit every other zero"
33077,Kendrick Lamar,H.O.C.,"I don't even smoke, I don't even smoke"
33078,Kendrick Lamar,Want in Life,"Just ride, don't ask where we going"
33079,Kendrick Lamar,Talk To Me*,"You don't get too dirty in my whip. whip, whip, whip"
33080,Kendrick Lamar,Handsome,"Starin’ at a dead president, they be talkin' to me, but look"
33081,Kendrick Lamar,"Bitch, Don’t Kill My Vibe - Edited Version",Things I don't understand
33082,Kendrick Lamar,PRIDE.,"Me, I wasn't taught to share, but care"
33083,Kendrick Lamar,​untitled 01 | 08.19.2014.,Valleys and high places turn into dust
33084,Kendrick Lamar,The Heart Pt. 3 (Will You Let It Die?),"Cool, 'cause niggas won't outdo us in the booth"
